Date,Product,Category,Region,Channel,Units,Price,Revenue,Returns,Rating
2025-08-20,Laptop Bag,Bags,Bangkok,Online,28,349,9772,0,4.8
2025-12-26,Bluetooth Earbuds,Electronics,Chiang Mai,Online,30,349,10470,3,3.9
2025-09-27,Power Bank,Electronics,Chiang Mai,Marketplace,48,890,42720,3,4.6
2025-09-23,Keyboard Cover,Accessories,Bangkok,Marketplace,50,599,29950,3,4.8
2025-02-05,Keyboard Cover,Accessories,Bangkok,Marketplace,5,299,1495,1,4.0
2025-04-09,Laptop Bag,Bags,Chiang Mai,Online,50,890,44500,5,4.9
2025-12-03,USB-C Cable,Accessories,Chiang Mai,Online,49,199,9751,2,3.4
2025-07-28,iPhone Case,Accessories,Bangkok,In-Store,29,99,2871,1,4.8
2025-10-15,Phone Stand,Accessories,Phuket,In-Store,8,599,4792,0,3.4
2025-09-15,Mouse Pad,Accessories,Khon Kaen,In-Store,7,199,1393,1,3.9
2025-12-02,Screen Protector,Accessories,Chiang Mai,Online,2,149,298,1,4.1
2025-06-10,Mouse Pad,Accessories,Phuket,Online,33,890,29370,2,4.4
2025-09-14,Screen Protector,Accessories,Khon Kaen,Marketplace,35,349,12215,3,4.1
2025-07-28,Power Bank,Electronics,Khon Kaen,Marketplace,49,99,4851,4,4.2
2025-03-24,Phone Stand,Accessories,Chiang Mai,Marketplace,10,890,8900,1,4.9
2025-05-20,Screen Protector,Accessories,Bangkok,Marketplace,44,199,8756,3,3.5
2025-10-13,Mouse Pad,Accessories,Khon Kaen,Marketplace,21,199,4179,1,3.1
2025-06-03,Bluetooth Earbuds,Electronics,Bangkok,Marketplace,5,199,995,1,4.0
2025-09-05,Laptop Bag,Bags,Pattaya,In-Store,26,199,5174,2,4.5
2025-03-29,Wireless Charger,Electronics,Khon Kaen,In-Store,4,199,796,0,4.0
2025-02-17,Power Bank,Electronics,Khon Kaen,In-Store,38,99,3762,2,4.8
2025-11-17,Keyboard Cover,Accessories,Pattaya,Marketplace,5,349,1745,1,3.0
2025-07-02,Phone Stand,Accessories,Bangkok,Marketplace,35,599,20965,0,3.9
2025-06-15,Screen Protector,Accessories,Chiang Mai,Online,26,1590,41340,0,4.3
2025-12-25,Power Bank,Electronics,Bangkok,Online,3,890,2670,1,4.1
2025-04-18,Mouse Pad,Accessories,Phuket,In-Store,5,199,995,0,4.1
2025-03-10,Wireless Charger,Electronics,Bangkok,Marketplace,22,199,4378,2,3.2
2025-09-29,iPhone Case,Accessories,Phuket,Online,30,599,17970,2,3.5
2025-11-21,USB-C Cable,Accessories,Khon Kaen,Marketplace,3,199,597,0,3.4
2025-04-15,Power Bank,Electronics,Pattaya,Marketplace,28,1290,36120,0,4.7
2025-08-23,Bluetooth Earbuds,Electronics,Bangkok,Online,36,199,7164,3,4.8
2025-07-14,Mouse Pad,Accessories,Pattaya,Online,12,890,10680,0,4.8
2025-07-25,Mouse Pad,Accessories,Bangkok,Online,46,149,6854,2,4.5
2025-02-18,Power Bank,Electronics,Bangkok,In-Store,31,199,6169,0,4.7
2025-08-03,Screen Protector,Accessories,Pattaya,Online,24,599,14376,2,4.4
2025-06-03,Phone Stand,Accessories,Bangkok,Online,50,890,44500,3,3.7
2025-08-07,Laptop Bag,Bags,Khon Kaen,Marketplace,36,599,21564,3,3.0
2025-12-27,Phone Stand,Accessories,Phuket,Marketplace,12,149,1788,1,4.1
2025-05-27,Mouse Pad,Accessories,Phuket,Online,12,99,1188,1,4.6
2025-11-14,Wireless Charger,Electronics,Khon Kaen,Online,1,1590,1590,1,3.1
2025-04-17,USB-C Cable,Accessories,Phuket,Marketplace,16,299,4784,1,4.5
2025-01-28,USB-C Cable,Accessories,Pattaya,Online,14,1590,22260,0,4.5
2025-06-18,USB-C Cable,Accessories,Bangkok,Online,5,599,2995,1,4.8
2025-11-15,USB-C Cable,Accessories,Bangkok,In-Store,42,1290,54180,3,4.5
2025-11-09,Phone Stand,Accessories,Chiang Mai,In-Store,44,299,13156,2,3.4
2025-11-08,Bluetooth Earbuds,Electronics,Pattaya,Marketplace,21,599,12579,2,3.7
2025-03-31,USB-C Cable,Accessories,Bangkok,Online,40,149,5960,4,3.5
2025-06-18,USB-C Cable,Accessories,Bangkok,Online,43,349,15007,3,3.3
2025-01-11,Laptop Bag,Bags,Pattaya,Online,50,1290,64500,2,4.3
2025-02-21,Bluetooth Earbuds,Electronics,Phuket,Marketplace,30,99,2970,1,4.1
2025-03-16,USB-C Cable,Accessories,Pattaya,Marketplace,3,299,897,1,3.6
2025-12-19,Wireless Charger,Electronics,Pattaya,In-Store,43,199,8557,2,3.5
2025-12-09,Screen Protector,Accessories,Khon Kaen,Online,31,890,27590,0,4.5
2025-05-05,iPhone Case,Accessories,Bangkok,Online,10,299,2990,1,4.5
2025-07-07,Keyboard Cover,Accessories,Khon Kaen,Marketplace,20,149,2980,1,3.1
2025-03-20,Mouse Pad,Accessories,Chiang Mai,Marketplace,31,199,6169,3,4.5
2025-06-11,Wireless Charger,Electronics,Pattaya,Online,1,599,599,0,4.8
2025-06-13,Phone Stand,Accessories,Bangkok,In-Store,7,99,693,0,4.2
2025-03-15,USB-C Cable,Accessories,Bangkok,Online,4,149,596,1,4.3
2025-06-12,Laptop Bag,Bags,Pattaya,Marketplace,46,99,4554,3,4.4
2025-02-18,Bluetooth Earbuds,Electronics,Khon Kaen,Marketplace,33,1290,42570,1,3.2
2025-10-16,Wireless Charger,Electronics,Phuket,Online,22,890,19580,2,4.7
2025-08-31,Keyboard Cover,Accessories,Bangkok,In-Store,37,599,22163,1,3.5
2025-02-16,Power Bank,Electronics,Bangkok,In-Store,3,149,447,0,4.1
2025-09-04,Power Bank,Electronics,Bangkok,In-Store,11,890,9790,1,3.3
2025-09-10,iPhone Case,Accessories,Pattaya,In-Store,25,599,14975,2,4.5
2025-10-02,Screen Protector,Accessories,Pattaya,Marketplace,29,199,5771,2,4.5
2025-05-27,Mouse Pad,Accessories,Khon Kaen,In-Store,13,890,11570,0,4.6
2025-03-23,iPhone Case,Accessories,Pattaya,Marketplace,39,199,7761,3,4.9
2025-11-10,Wireless Charger,Electronics,Chiang Mai,Marketplace,5,199,995,1,4.8
2025-11-29,USB-C Cable,Accessories,Pattaya,Online,13,149,1937,1,4.1
2025-10-29,USB-C Cable,Accessories,Chiang Mai,Online,42,299,12558,1,4.1
2025-08-01,USB-C Cable,Accessories,Chiang Mai,Online,4,99,396,1,4.4
2025-06-12,Power Bank,Electronics,Chiang Mai,In-Store,9,199,1791,0,4.4
2025-10-16,iPhone Case,Accessories,Khon Kaen,In-Store,27,99,2673,2,4.3
2025-07-01,Screen Protector,Accessories,Khon Kaen,Online,46,149,6854,4,4.9
2025-08-02,Phone Stand,Accessories,Bangkok,Online,37,599,22163,0,3.2
2025-07-23,Laptop Bag,Bags,Bangkok,In-Store,40,299,11960,2,4.9
2025-07-22,iPhone Case,Accessories,Chiang Mai,Marketplace,45,599,26955,3,3.3
2025-12-25,Keyboard Cover,Accessories,Khon Kaen,Online,30,1290,38700,1,3.3
2025-08-14,Bluetooth Earbuds,Electronics,Khon Kaen,Marketplace,29,199,5771,1,4.9
2025-01-17,Phone Stand,Accessories,Phuket,In-Store,45,1290,58050,3,4.4
2025-09-28,Wireless Charger,Electronics,Phuket,Online,17,890,15130,0,3.0
2025-05-12,Bluetooth Earbuds,Electronics,Khon Kaen,Marketplace,10,599,5990,0,4.8
2025-02-22,USB-C Cable,Accessories,Bangkok,Online,23,1290,29670,1,4.4
2025-08-29,USB-C Cable,Accessories,Chiang Mai,Marketplace,46,1290,59340,4,4.9
2025-12-13,Screen Protector,Accessories,Pattaya,Online,33,349,11517,1,3.7
2025-08-26,Screen Protector,Accessories,Pattaya,In-Store,12,890,10680,1,3.9
2025-07-14,Bluetooth Earbuds,Electronics,Phuket,Online,31,199,6169,3,3.6
2025-05-19,Screen Protector,Accessories,Pattaya,In-Store,31,599,18569,2,3.9
2025-03-05,Mouse Pad,Accessories,Phuket,In-Store,12,1590,19080,1,4.8
2025-04-16,Power Bank,Electronics,Khon Kaen,Online,41,199,8159,0,3.4
2025-08-21,Phone Stand,Accessories,Chiang Mai,Online,34,199,6766,1,3.2
2025-08-31,Power Bank,Electronics,Phuket,Marketplace,10,1590,15900,1,3.7
2025-07-26,Mouse Pad,Accessories,Khon Kaen,Marketplace,35,1590,55650,3,3.8
2025-04-14,Bluetooth Earbuds,Electronics,Phuket,Online,9,299,2691,0,5.0
2025-06-09,Laptop Bag,Bags,Khon Kaen,Online,8,599,4792,1,4.4
2025-02-23,Phone Stand,Accessories,Phuket,In-Store,12,599,7188,0,4.9
2025-04-17,Wireless Charger,Electronics,Khon Kaen,In-Store,12,99,1188,1,4.2
2025-12-10,Wireless Charger,Electronics,Bangkok,In-Store,35,599,20965,1,4.7
2025-07-02,Screen Protector,Accessories,Chiang Mai,In-Store,35,349,12215,2,5.0
2025-02-15,Wireless Charger,Electronics,Khon Kaen,Marketplace,30,99,2970,1,4.4
2025-11-02,Screen Protector,Accessories,Chiang Mai,In-Store,48,199,9552,1,4.6
2025-05-03,Laptop Bag,Bags,Pattaya,Marketplace,28,99,2772,0,3.8
2025-04-17,iPhone Case,Accessories,Phuket,Marketplace,1,1290,1290,1,4.8
2025-10-25,USB-C Cable,Accessories,Bangkok,Marketplace,42,349,14658,4,4.9
2025-07-24,Screen Protector,Accessories,Pattaya,Marketplace,16,299,4784,0,4.6
2025-03-18,Phone Stand,Accessories,Phuket,In-Store,40,149,5960,1,3.4
2025-01-13,USB-C Cable,Accessories,Khon Kaen,In-Store,49,99,4851,1,3.6
2025-05-09,Laptop Bag,Bags,Khon Kaen,Marketplace,44,99,4356,4,3.3
2025-05-19,Wireless Charger,Electronics,Khon Kaen,Marketplace,48,349,16752,0,4.5
2025-08-24,Mouse Pad,Accessories,Pattaya,Online,38,299,11362,1,4.9
2025-03-24,USB-C Cable,Accessories,Pattaya,Online,22,599,13178,2,4.8
2025-02-14,Laptop Bag,Bags,Bangkok,In-Store,26,149,3874,1,3.4
2025-05-31,USB-C Cable,Accessories,Phuket,Online,47,1290,60630,3,4.3
2025-08-18,Bluetooth Earbuds,Electronics,Chiang Mai,Online,24,299,7176,2,3.9
2025-01-18,iPhone Case,Accessories,Phuket,In-Store,30,349,10470,1,4.8
2025-06-18,iPhone Case,Accessories,Bangkok,In-Store,47,599,28153,2,4.7
2025-10-26,USB-C Cable,Accessories,Phuket,Online,9,1590,14310,1,4.0
2025-11-15,Keyboard Cover,Accessories,Bangkok,In-Store,17,599,10183,1,4.7
2025-12-06,Phone Stand,Accessories,Pattaya,In-Store,15,1290,19350,1,4.1
2025-03-26,Mouse Pad,Accessories,Pattaya,In-Store,22,1290,28380,2,4.6
2025-07-28,Keyboard Cover,Accessories,Phuket,Marketplace,7,199,1393,0,4.0
2025-12-04,Wireless Charger,Electronics,Phuket,In-Store,18,199,3582,0,4.6
2025-03-25,iPhone Case,Accessories,Khon Kaen,Online,23,149,3427,2,3.7
2025-05-20,Wireless Charger,Electronics,Chiang Mai,In-Store,5,349,1745,0,3.2
2025-03-26,Wireless Charger,Electronics,Bangkok,Marketplace,49,149,7301,3,4.0
2025-02-24,Bluetooth Earbuds,Electronics,Phuket,Online,49,99,4851,1,4.9
2025-08-04,Screen Protector,Accessories,Pattaya,Marketplace,7,349,2443,1,3.8
2025-03-09,USB-C Cable,Accessories,Chiang Mai,Marketplace,4,1290,5160,1,3.5
2025-01-28,Wireless Charger,Electronics,Pattaya,Marketplace,9,99,891,1,3.6
2025-05-11,iPhone Case,Accessories,Chiang Mai,Online,48,199,9552,3,3.1
2025-10-03,USB-C Cable,Accessories,Khon Kaen,Online,12,1290,15480,1,3.9
2025-12-24,Phone Stand,Accessories,Pattaya,Online,31,149,4619,2,4.2
2025-05-18,Mouse Pad,Accessories,Khon Kaen,In-Store,49,299,14651,2,4.8
2025-11-09,Keyboard Cover,Accessories,Bangkok,In-Store,38,1290,49020,1,4.1
2025-06-06,Screen Protector,Accessories,Khon Kaen,Marketplace,21,99,2079,0,4.3
2025-10-28,iPhone Case,Accessories,Chiang Mai,Online,32,1290,41280,3,4.7
2025-08-29,Power Bank,Electronics,Phuket,Marketplace,15,890,13350,1,3.3
2025-10-28,Keyboard Cover,Accessories,Chiang Mai,Online,14,890,12460,1,3.7
2025-09-19,Screen Protector,Accessories,Chiang Mai,Marketplace,41,599,24559,4,4.2
2025-07-27,Keyboard Cover,Accessories,Phuket,In-Store,5,1590,7950,0,4.5
2025-01-04,USB-C Cable,Accessories,Chiang Mai,Online,6,349,2094,1,3.8
2025-12-16,Wireless Charger,Electronics,Chiang Mai,In-Store,35,1590,55650,3,4.9
2025-11-09,Mouse Pad,Accessories,Chiang Mai,In-Store,28,1590,44520,0,5.0
2025-01-21,Phone Stand,Accessories,Phuket,In-Store,32,1590,50880,2,4.2
2025-04-01,Power Bank,Electronics,Pattaya,Online,33,1290,42570,3,3.8
2025-02-21,Power Bank,Electronics,Bangkok,Marketplace,8,1290,10320,1,4.0
2025-04-27,USB-C Cable,Accessories,Bangkok,In-Store,27,199,5373,0,3.5
2025-04-17,iPhone Case,Accessories,Bangkok,Online,24,299,7176,2,4.6
2025-10-30,iPhone Case,Accessories,Phuket,Marketplace,16,349,5584,0,4.6
2025-07-14,Screen Protector,Accessories,Pattaya,Marketplace,35,1290,45150,1,4.0
2025-06-08,iPhone Case,Accessories,Pattaya,In-Store,16,99,1584,0,4.2
2025-03-01,Phone Stand,Accessories,Bangkok,Online,34,1590,54060,0,4.2
2025-08-12,USB-C Cable,Accessories,Pattaya,Online,11,1290,14190,0,3.5
2025-07-09,Bluetooth Earbuds,Electronics,Phuket,Marketplace,17,1590,27030,1,3.6
2025-03-20,Screen Protector,Accessories,Pattaya,In-Store,41,1590,65190,3,4.7
2025-03-17,Bluetooth Earbuds,Electronics,Chiang Mai,Marketplace,40,299,11960,4,4.3
2025-12-05,Laptop Bag,Bags,Pattaya,Online,20,199,3980,2,4.2
2025-07-02,Bluetooth Earbuds,Electronics,Pattaya,Marketplace,43,199,8557,3,4.0
2025-08-19,Laptop Bag,Bags,Bangkok,Marketplace,10,1590,15900,1,4.3
2025-08-02,Phone Stand,Accessories,Khon Kaen,In-Store,41,890,36490,3,3.4
2025-11-19,Bluetooth Earbuds,Electronics,Chiang Mai,In-Store,19,1590,30210,1,4.7
2025-07-26,Bluetooth Earbuds,Electronics,Khon Kaen,Online,45,99,4455,4,4.2
2025-06-02,Bluetooth Earbuds,Electronics,Khon Kaen,In-Store,20,890,17800,1,3.9
2025-02-26,Mouse Pad,Accessories,Khon Kaen,In-Store,12,1590,19080,1,4.1
2025-08-14,Wireless Charger,Electronics,Chiang Mai,Online,32,1590,50880,3,3.2
2025-01-09,Wireless Charger,Electronics,Khon Kaen,Marketplace,35,1590,55650,1,3.4
2025-07-03,Laptop Bag,Bags,Bangkok,In-Store,13,1290,16770,0,3.2
2025-09-04,Mouse Pad,Accessories,Pattaya,Marketplace,13,199,2587,0,3.0
2025-06-02,Power Bank,Electronics,Pattaya,In-Store,1,199,199,0,5.0
2025-10-22,Phone Stand,Accessories,Pattaya,In-Store,47,1590,74730,2,3.2
2025-04-13,iPhone Case,Accessories,Chiang Mai,Online,20,299,5980,1,3.2
2025-12-30,Bluetooth Earbuds,Electronics,Khon Kaen,In-Store,25,1590,39750,0,4.5
2025-04-21,USB-C Cable,Accessories,Chiang Mai,In-Store,26,349,9074,0,4.2
2025-12-19,iPhone Case,Accessories,Khon Kaen,Online,2,199,398,1,4.1
2025-02-12,USB-C Cable,Accessories,Bangkok,Marketplace,35,1590,55650,3,3.3
2025-01-24,Phone Stand,Accessories,Khon Kaen,In-Store,31,149,4619,3,3.7
2025-07-03,Wireless Charger,Electronics,Bangkok,In-Store,31,349,10819,0,4.6
2025-01-19,USB-C Cable,Accessories,Phuket,In-Store,36,890,32040,3,4.3
2025-09-18,Screen Protector,Accessories,Chiang Mai,In-Store,41,599,24559,1,4.5
2025-03-19,iPhone Case,Accessories,Bangkok,Marketplace,46,299,13754,3,4.7
2025-04-30,Mouse Pad,Accessories,Chiang Mai,Marketplace,9,149,1341,1,3.5
2025-07-10,Keyboard Cover,Accessories,Phuket,In-Store,16,199,3184,0,4.5
2025-12-06,Keyboard Cover,Accessories,Phuket,In-Store,49,349,17101,3,4.2
2025-01-06,Power Bank,Electronics,Pattaya,Online,3,1590,4770,1,3.9
2025-03-01,Mouse Pad,Accessories,Bangkok,Online,23,199,4577,2,3.3
2025-12-13,Power Bank,Electronics,Pattaya,In-Store,34,99,3366,2,4.0
2025-04-30,Wireless Charger,Electronics,Bangkok,Online,19,1290,24510,0,3.3
2025-05-16,Mouse Pad,Accessories,Pattaya,Marketplace,48,890,42720,2,4.7
2025-07-14,Keyboard Cover,Accessories,Pattaya,Online,9,349,3141,1,3.8
2025-05-04,Laptop Bag,Bags,Khon Kaen,Marketplace,35,149,5215,2,4.3
2025-06-25,Screen Protector,Accessories,Pattaya,In-Store,8,299,2392,1,3.5
2025-03-28,USB-C Cable,Accessories,Phuket,In-Store,22,1290,28380,1,4.9
2025-08-09,Screen Protector,Accessories,Pattaya,Online,41,349,14309,3,3.3
2025-03-20,Power Bank,Electronics,Pattaya,Marketplace,10,349,3490,0,4.7
2025-08-13,USB-C Cable,Accessories,Khon Kaen,Marketplace,23,199,4577,1,3.3
2025-04-10,Keyboard Cover,Accessories,Chiang Mai,Marketplace,2,349,698,1,4.7
2025-02-20,iPhone Case,Accessories,Khon Kaen,Marketplace,30,299,8970,0,5.0
2025-03-30,Keyboard Cover,Accessories,Khon Kaen,Online,24,149,3576,2,4.1
2025-12-25,Screen Protector,Accessories,Chiang Mai,Marketplace,2,299,598,0,3.3
2025-11-02,Bluetooth Earbuds,Electronics,Khon Kaen,Marketplace,36,149,5364,1,4.7
2025-08-31,Phone Stand,Accessories,Bangkok,In-Store,17,199,3383,0,3.2
2025-06-01,Mouse Pad,Accessories,Chiang Mai,In-Store,38,890,33820,2,3.6
2025-06-27,iPhone Case,Accessories,Phuket,Marketplace,49,890,43610,4,4.3
2025-01-19,USB-C Cable,Accessories,Bangkok,Marketplace,39,1590,62010,2,3.8
2025-02-03,Screen Protector,Accessories,Phuket,In-Store,20,890,17800,2,3.9
2025-11-18,Power Bank,Electronics,Chiang Mai,Marketplace,23,299,6877,0,3.4
2025-01-12,Keyboard Cover,Accessories,Chiang Mai,In-Store,14,299,4186,0,4.5
2025-03-04,Keyboard Cover,Accessories,Phuket,Marketplace,22,1590,34980,0,3.7
2025-04-17,USB-C Cable,Accessories,Chiang Mai,Marketplace,14,99,1386,0,3.7
2025-12-18,Keyboard Cover,Accessories,Bangkok,In-Store,18,299,5382,1,3.3
2025-12-21,Phone Stand,Accessories,Phuket,Marketplace,43,199,8557,4,3.8
2025-10-18,Bluetooth Earbuds,Electronics,Chiang Mai,In-Store,33,1290,42570,3,3.5
2025-07-11,Wireless Charger,Electronics,Pattaya,In-Store,7,1290,9030,0,3.1
2025-09-15,Wireless Charger,Electronics,Phuket,Online,47,1290,60630,4,4.1
2025-08-02,Power Bank,Electronics,Pattaya,Marketplace,31,1290,39990,2,4.6
2025-06-24,Screen Protector,Accessories,Pattaya,In-Store,15,1290,19350,0,4.7
2025-03-06,USB-C Cable,Accessories,Chiang Mai,Online,8,1590,12720,0,3.0
2025-04-19,iPhone Case,Accessories,Pattaya,Online,31,349,10819,0,4.0
2025-12-05,Laptop Bag,Bags,Chiang Mai,In-Store,33,1590,52470,0,3.5
2025-12-27,Wireless Charger,Electronics,Chiang Mai,Marketplace,43,199,8557,3,3.5
2025-01-18,iPhone Case,Accessories,Chiang Mai,Online,41,599,24559,2,3.3
2025-11-18,Bluetooth Earbuds,Electronics,Chiang Mai,Online,50,890,44500,0,4.6
2025-05-20,Bluetooth Earbuds,Electronics,Pattaya,In-Store,12,1290,15480,1,3.8
2025-01-13,Laptop Bag,Bags,Phuket,Marketplace,9,99,891,1,3.2
2025-04-14,Screen Protector,Accessories,Pattaya,Online,3,99,297,0,4.8
2025-11-07,USB-C Cable,Accessories,Bangkok,Marketplace,46,149,6854,1,3.9
2025-03-18,Phone Stand,Accessories,Phuket,Marketplace,40,199,7960,0,3.9
2025-09-21,Keyboard Cover,Accessories,Phuket,Online,6,199,1194,0,4.6
2025-01-27,Phone Stand,Accessories,Bangkok,Online,11,199,2189,0,4.5
2025-03-19,Keyboard Cover,Accessories,Phuket,Marketplace,29,199,5771,1,4.3
2025-02-01,Keyboard Cover,Accessories,Chiang Mai,Online,18,149,2682,1,3.6
2025-03-14,iPhone Case,Accessories,Pattaya,Marketplace,13,1290,16770,0,3.8
2025-10-05,Screen Protector,Accessories,Chiang Mai,Marketplace,17,890,15130,1,3.1
2025-08-02,Phone Stand,Accessories,Bangkok,Online,11,599,6589,1,3.7
2025-07-04,USB-C Cable,Accessories,Phuket,Online,47,299,14053,4,3.3
2025-04-26,Wireless Charger,Electronics,Phuket,Marketplace,15,1590,23850,1,4.8
2025-05-29,Mouse Pad,Accessories,Pattaya,In-Store,49,299,14651,3,4.3
2025-09-18,Laptop Bag,Bags,Pattaya,Marketplace,16,149,2384,0,4.2
2025-12-31,Bluetooth Earbuds,Electronics,Chiang Mai,In-Store,24,199,4776,2,4.4
2025-08-05,Bluetooth Earbuds,Electronics,Bangkok,Marketplace,39,99,3861,3,3.1
2025-09-14,Keyboard Cover,Accessories,Khon Kaen,Online,48,199,9552,2,3.7
2025-04-04,Power Bank,Electronics,Pattaya,In-Store,46,599,27554,2,4.3
2025-12-14,USB-C Cable,Accessories,Pattaya,In-Store,28,599,16772,0,4.5
2025-03-22,Screen Protector,Accessories,Khon Kaen,Online,10,1590,15900,1,3.5
2025-06-28,Bluetooth Earbuds,Electronics,Bangkok,Online,39,99,3861,3,4.7
2025-12-28,Laptop Bag,Bags,Khon Kaen,In-Store,8,890,7120,0,4.9
2025-03-10,iPhone Case,Accessories,Pattaya,Online,19,149,2831,0,4.5
2025-05-03,iPhone Case,Accessories,Chiang Mai,Online,36,1290,46440,0,4.7
2025-07-29,Screen Protector,Accessories,Chiang Mai,In-Store,50,149,7450,3,3.5
2025-06-29,Bluetooth Earbuds,Electronics,Phuket,Online,18,299,5382,0,3.2
2025-04-11,Screen Protector,Accessories,Chiang Mai,Marketplace,24,299,7176,0,4.0
2025-09-23,iPhone Case,Accessories,Khon Kaen,In-Store,12,99,1188,1,3.2
2025-11-27,Mouse Pad,Accessories,Pattaya,Marketplace,12,149,1788,0,4.3
2025-03-14,Keyboard Cover,Accessories,Phuket,Marketplace,49,99,4851,0,3.8
2025-07-09,Power Bank,Electronics,Khon Kaen,Online,49,149,7301,2,4.6
2025-04-05,Screen Protector,Accessories,Bangkok,Online,37,1290,47730,0,3.6
2025-12-12,Bluetooth Earbuds,Electronics,Pattaya,In-Store,12,1290,15480,1,3.7
2025-01-04,Screen Protector,Accessories,Pattaya,Online,38,890,33820,3,3.6
2025-08-06,Phone Stand,Accessories,Chiang Mai,Marketplace,11,349,3839,1,4.4
2025-02-10,Wireless Charger,Electronics,Khon Kaen,Online,15,149,2235,1,3.4
2025-01-27,Power Bank,Electronics,Bangkok,Marketplace,13,1590,20670,1,4.1
2025-08-14,Bluetooth Earbuds,Electronics,Bangkok,In-Store,30,199,5970,3,4.6
2025-11-15,Power Bank,Electronics,Phuket,In-Store,28,1290,36120,1,3.3
2025-01-16,Wireless Charger,Electronics,Bangkok,Marketplace,30,599,17970,3,4.8
2025-01-15,Power Bank,Electronics,Phuket,In-Store,15,149,2235,0,4.3
2025-09-20,iPhone Case,Accessories,Bangkok,Online,29,149,4321,2,4.0
2025-01-30,iPhone Case,Accessories,Chiang Mai,Marketplace,7,299,2093,0,4.8
2025-09-11,iPhone Case,Accessories,Pattaya,Marketplace,9,299,2691,0,3.4
2025-05-30,Laptop Bag,Bags,Khon Kaen,Marketplace,19,149,2831,0,4.3
2025-03-30,Power Bank,Electronics,Chiang Mai,Online,42,199,8358,2,3.1
2025-04-14,Phone Stand,Accessories,Khon Kaen,Marketplace,24,599,14376,2,4.0
2025-07-11,Power Bank,Electronics,Khon Kaen,Marketplace,31,149,4619,2,3.5
2025-06-22,Mouse Pad,Accessories,Khon Kaen,Online,12,99,1188,1,4.2
2025-02-23,Phone Stand,Accessories,Chiang Mai,Online,26,99,2574,1,4.5
2025-02-26,Bluetooth Earbuds,Electronics,Bangkok,Marketplace,34,890,30260,3,3.0
2025-06-01,Power Bank,Electronics,Pattaya,Marketplace,2,199,398,0,3.1
2025-02-14,Mouse Pad,Accessories,Phuket,Online,27,299,8073,1,3.3
2025-01-11,Bluetooth Earbuds,Electronics,Pattaya,Online,19,299,5681,1,3.8
2025-08-27,Bluetooth Earbuds,Electronics,Chiang Mai,Marketplace,9,299,2691,1,4.1
2025-06-25,Power Bank,Electronics,Bangkok,Marketplace,16,349,5584,1,4.0
2025-11-16,iPhone Case,Accessories,Khon Kaen,Online,29,349,10121,1,4.5
2025-03-03,Phone Stand,Accessories,Bangkok,Marketplace,46,1290,59340,1,3.7
2025-12-14,Wireless Charger,Electronics,Chiang Mai,Marketplace,12,1290,15480,1,4.1
2025-10-13,Phone Stand,Accessories,Bangkok,In-Store,28,199,5572,0,3.3
2025-07-10,iPhone Case,Accessories,Khon Kaen,Marketplace,32,299,9568,2,5.0
2025-07-12,Power Bank,Electronics,Phuket,Marketplace,36,199,7164,1,3.2
2025-08-06,Bluetooth Earbuds,Electronics,Phuket,In-Store,45,1590,71550,0,3.0
2025-10-27,Keyboard Cover,Accessories,Pattaya,Marketplace,25,890,22250,2,4.8
2025-05-29,iPhone Case,Accessories,Bangkok,Online,1,599,599,1,3.7
2025-05-15,Keyboard Cover,Accessories,Chiang Mai,In-Store,40,349,13960,1,4.2
2025-05-10,USB-C Cable,Accessories,Khon Kaen,In-Store,3,349,1047,0,4.8
2025-09-06,USB-C Cable,Accessories,Bangkok,In-Store,36,599,21564,1,3.8
2025-02-16,USB-C Cable,Accessories,Phuket,In-Store,41,149,6109,4,3.1
2025-12-04,Mouse Pad,Accessories,Chiang Mai,Online,49,199,9751,1,4.9
2025-03-13,Mouse Pad,Accessories,Pattaya,Marketplace,20,1590,31800,1,4.7
2025-04-27,Bluetooth Earbuds,Electronics,Bangkok,Online,42,349,14658,3,4.5
2025-09-07,Bluetooth Earbuds,Electronics,Khon Kaen,In-Store,35,1290,45150,0,4.7
2025-01-23,Laptop Bag,Bags,Phuket,Online,35,99,3465,0,3.3
2025-07-10,Power Bank,Electronics,Khon Kaen,In-Store,4,199,796,1,3.1
2025-01-28,USB-C Cable,Accessories,Bangkok,Online,15,599,8985,1,3.3
2025-01-29,iPhone Case,Accessories,Khon Kaen,In-Store,15,599,8985,1,3.7
2025-10-09,USB-C Cable,Accessories,Khon Kaen,Online,24,599,14376,0,5.0
2025-02-13,Laptop Bag,Bags,Phuket,Marketplace,39,890,34710,3,3.9
2025-08-21,Wireless Charger,Electronics,Phuket,Marketplace,1,99,99,0,4.2
2025-05-16,Wireless Charger,Electronics,Khon Kaen,Marketplace,45,149,6705,3,4.9
2025-09-29,Wireless Charger,Electronics,Khon Kaen,In-Store,44,299,13156,4,4.7
2025-07-17,Mouse Pad,Accessories,Phuket,Marketplace,21,149,3129,1,3.4
2025-07-01,iPhone Case,Accessories,Phuket,Marketplace,29,1290,37410,2,4.9
2025-10-21,Laptop Bag,Bags,Chiang Mai,Marketplace,11,349,3839,0,3.1
2025-01-26,Mouse Pad,Accessories,Chiang Mai,Marketplace,28,199,5572,0,4.3
2025-07-19,Mouse Pad,Accessories,Khon Kaen,Marketplace,16,199,3184,0,4.9
2025-08-23,Keyboard Cover,Accessories,Chiang Mai,Online,27,99,2673,1,4.7
